study_id,sponsor_name,sponsor_type
NCT07048249,"Children's Hospital Medical Center, Cincinnati",OTHER
NCT00465452,University of Toledo,OTHER
NCT02564952,Jazz Pharmaceuticals,INDUSTRY
NCT03866252,"University Hospital, Basel, Switzerland",OTHER
NCT03866252,Department of Psychiatry Basel (UPK Basel; Prof. Dr. med. Stefan Borgwardt),UNKNOWN
NCT04156347,"Targeted Therapy Technologies, LLC",INDUSTRY
NCT01972347,Melanoma Institute Australia,OTHER
NCT00674947,Biogen,INDUSTRY
NCT02386449,Ferring Pharmaceuticals,INDUSTRY
NCT04601038,Johns Hopkins University,OTHER
NCT04601038,Private Philanthropic Funds,OTHER
NCT06513338,Peking University First Hospital,OTHER
NCT06768138,"Central Hospital, Nancy, France",OTHER
NCT03909334,Xiuning Le,OTHER
NCT03909334,M.D. Anderson Cancer Center,OTHER
NCT03909334,Eli Lilly and Company,INDUSTRY
NCT00950534,Sanofi,INDUSTRY
NCT07689344,"Institute of Dermatology, Thailand",OTHER_GOV
NCT02865434,Navidea Biopharmaceuticals,INDUSTRY
NCT07631364,Assistance Publique - Hôpitaux de Paris,OTHER
NCT05753644,Peking University People's Hospital,OTHER
NCT06398444,Sinotau Pharmaceutical Group,INDUSTRY
NCT02694809,Northwestern University,OTHER
NCT02694809,National Cancer Institute (NCI),NIH
NCT02694809,Pfizer,INDUSTRY
NCT02694809,University of Chicago,OTHER
NCT02694809,"University of California, San Francisco",OTHER
NCT03815344,Antonios Likourezos,OTHER
NCT04044534,VA Connecticut Healthcare System,FED
NCT06177964,Darell Bigner,OTHER
NCT06177964,"Istari Oncology, Inc.",INDUSTRY
NCT04035564,"Hospital del Niño ""Dr. Federico Gomez Santos""",OTHER
NCT02583009,Amorepacific Corporation,INDUSTRY
NCT04315909,Mashhad University of Medical Sciences,OTHER
NCT01181609,Hoffmann-La Roche,INDUSTRY
NCT03980509,Medical University of South Carolina,OTHER
NCT04040309,Lithuanian University of Health Sciences,OTHER
NCT04481009,"Eucure (Beijing) Biopharma Co., Ltd",INDUSTRY
NCT01403064,CSL Behring,INDUSTRY
NCT01154764,"CrystalGenomics, Inc.",INDUSTRY
NCT05188664,LaNova Australia Pty Limited,INDUSTRY
NCT05527899,Tufts University,OTHER
NCT05527899,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT02626299,University of Kansas Medical Center,OTHER
NCT02626299,University of Cincinnati,OTHER
NCT02626299,Ohio State University,OTHER
NCT02626299,Nationwide Children's Hospital,OTHER
NCT01982799,University of Minnesota,OTHER
NCT03056599,Presage Biosciences,INDUSTRY
NCT03056599,Fred Hutchinson Cancer Center,OTHER
NCT03056599,University of Washington,OTHER
NCT03056599,Northwell Health,OTHER
NCT03056599,Oregon Health and Science University,OTHER
NCT01620099,Università degli Studi di Ferrara,OTHER
NCT01620099,Chiesi Farmaceutici S.p.A.,INDUSTRY
NCT02247232,Zeria Pharmaceutical,INDUSTRY
NCT00050232,Avanir Pharmaceuticals,INDUSTRY
NCT02091999,"Astellas Pharma Global Development, Inc.",INDUSTRY
NCT02091999,Seagen Inc.,INDUSTRY
NCT02517099,Imperial College London,OTHER
NCT02517099,"National Institute for Health Research, United Kingdom",OTHER_GOV
NCT00010699,National Center for Complementary and Integrative Health (NCCIH),NIH
NCT00010699,Office of Dietary Supplements (ODS),NIH
NCT06904599,Hospital Universitario Dr. Jose E. Gonzalez,OTHER
NCT06904599,Marisa Romero Martínez,UNKNOWN
NCT06904599,Dr. José Carlos Jaime Perez,UNKNOWN
NCT06904599,Dr. David Gómez Almaguer,UNKNOWN
NCT06904599,Dra. Consuelo Mancias Guerra,UNKNOWN
NCT06904599,Dr. Andrés Gómez de León,UNKNOWN
NCT06904599,Dra. Olga Graciela Catú Rodríguez,UNKNOWN
NCT06904599,Dra. Perla Colunga Pedraza,UNKNOWN
NCT06904599,Dra. Michelle Morcos Sandino,UNKNOWN
NCT07208799,Nishtar Medical University,OTHER
NCT00124332,Sanofi,INDUSTRY
NCT07323732,Memorial Sloan Kettering Cancer Center,OTHER
NCT01403363,Meir Medical Center,OTHER
NCT02683863,Multiple Sclerosis Center of Northeastern New York,OTHER
NCT02683863,Biogen,INDUSTRY
NCT02915263,Beth Israel Deaconess Medical Center,OTHER
NCT02915263,"Grifols Biologicals, LLC",INDUSTRY
NCT02352987,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",OTHER
NCT07183787,Sidra Salman,OTHER
NCT01233687,Ahmad Tarhini,OTHER
NCT01233687,Amgen,INDUSTRY
NCT02267187,University of Pittsburgh,OTHER
NCT02267187,United States Department of Defense,FED
NCT01071187,Johannes Gutenberg University Mainz,OTHER
NCT01071187,Pfizer,INDUSTRY
NCT02713893,Aziende Chimiche Riunite Angelini Francesco S.p.A,INDUSTRY
NCT02713893,Cross Research S.A.,INDUSTRY
NCT06431893,"Travere Therapeutics, Inc.",INDUSTRY
NCT00901693,Alcon Research,INDUSTRY
NCT03211793,UMC Utrecht,OTHER
NCT03211793,ZonMw: The Netherlands Organisation for Health Research and Development,OTHER
NCT02211521,Samsung Medical Center,OTHER
NCT07089121,Cartesian Therapeutics,INDUSTRY
NCT02578121,University of Arkansas,OTHER
NCT04251221,Yale University,OTHER
NCT04251221,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH
NCT01811121,Hospices Civils de Lyon,OTHER
NCT02151721,Kanazawa University,OTHER
NCT03735121,Hoffmann-La Roche,INDUSTRY
NCT00775814,Takeda,INDUSTRY
NCT05540184,Beni-Suef University,OTHER
NCT05540184,Cairo University,OTHER
NCT02023684,"The Baruch Padeh Medical Center, Poriya",OTHER_GOV
NCT01494233,Lexicon Pharmaceuticals,INDUSTRY
NCT00000333,National Institute on Drug Abuse (NIDA),NIH
NCT00000333,Washington D.C. Veterans Affairs Medical Center,FED
NCT01061333,Merck Sharp & Dohme LLC,INDUSTRY
NCT01965652,Shionogi,INDUSTRY
NCT01557452,Italfarmaco,INDUSTRY
NCT01557452,Parexel,INDUSTRY
NCT05024552,H. Lee Moffitt Cancer Center and Research Institute,OTHER
NCT05024552,Jazz Pharmaceuticals,INDUSTRY
NCT00308347,Organon and Co,INDUSTRY
NCT02923947,AstraZeneca,INDUSTRY
NCT02923947,"Quintiles, Inc.",INDUSTRY
NCT00446147,Asan Medical Center,OTHER
NCT05326347,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY
NCT02327247,Ranbaxy Laboratories Limited,INDUSTRY
NCT05621447,"Taiho Pharmaceutical Co., Ltd.",INDUSTRY
NCT06453447,University of British Columbia,OTHER
NCT06453447,Canadian Orthopaedic Foundation,OTHER
NCT04600947,"Taizhou HoudeAoke Biomedical Co., Ltd.",INDUSTRY
NCT06371638,Udayana University,OTHER
NCT00002038,Pfizer,INDUSTRY
NCT01917058,Columbia University,OTHER
NCT04182958,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY
NCT00429858,Andrew Ko,OTHER
NCT00429858,Eli Lilly and Company,INDUSTRY
NCT00429858,"Taiho Pharmaceutical Co., Ltd.",INDUSTRY
NCT07610148,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY
NCT04200248,Ribomic USA Inc,INDUSTRY
NCT06055348,"Biocity Biopharmaceutics Co., Ltd.",INDUSTRY
NCT02083055,Mahidol University,OTHER
NCT03338855,AstraZeneca,INDUSTRY
NCT02980926,Henry Ford Health System,OTHER
NCT04091126,GlaxoSmithKline,INDUSTRY
NCT01309126,"HiberCell, Inc.",INDUSTRY
NCT06756126,Akeso,INDUSTRY
NCT03642626,"Masonic Cancer Center, University of Minnesota",OTHER
NCT00444626,"Genzyme, a Sanofi Company",INDUSTRY
NCT00444626,"Mentor Worldwide, LLC",INDUSTRY
NCT05968326,"Genentech, Inc.",INDUSTRY
NCT05968326,BioNTech SE,INDUSTRY
NCT02724878,Dana-Farber Cancer Institute,OTHER
NCT02724878,"Genentech, Inc.",INDUSTRY
NCT05816785,"University of Wisconsin, Madison",OTHER
NCT05816785,National Cancer Institute (NCI),NIH
NCT04086485,National Cancer Institute (NCI),NIH
NCT00110344,Bayer,INDUSTRY
NCT04942834,Ruijin Hospital,OTHER
NCT05266534,Wael Elbanna Clinic,OTHER
NCT01278134,Hoffmann-La Roche,INDUSTRY
NCT01267734,Seoul National University Hospital,OTHER
NCT01267734,Boston Scientific Corporation,INDUSTRY
NCT00603434,University of Cincinnati,OTHER
NCT00603434,National Institute on Drug Abuse (NIDA),NIH
NCT00292734,Sanofi,INDUSTRY
NCT06556134,Centre Hospitalier Hassan II - Fès,OTHER
NCT03320434,"ORA, Inc.",INDUSTRY
NCT02756364,"Calithera Biosciences, Inc",INDUSTRY
NCT04856644,Kaohsiung Veterans General Hospital.,OTHER
NCT04856644,National Taiwan University,OTHER
NCT04856644,"Taipei Veterans General Hospital, Taiwan",OTHER_GOV
NCT04856644,Chang Gung Memorial Hospital,OTHER
NCT04856644,"Centers for Disease Control, Taiwan",OTHER_GOV
NCT05222334,Tanta University,OTHER
NCT00287664,Hospital Clinic of Barcelona,OTHER
NCT00287664,Grant from Education Ministery from 2001-2004.,UNKNOWN
NCT05314764,Hartford Hospital,OTHER
NCT05314764,Shionogi Inc.,INDUSTRY
NCT05314764,"Keystone Bioanalytical, Inc.",UNKNOWN
NCT05314764,Indiana University Health Methodist Hospital,OTHER
NCT05314764,University of Pittsburgh Medical Center,OTHER
NCT05314764,University of Texas,OTHER
NCT01309009,Menarini Group,INDUSTRY
NCT05488509,Washington State University,OTHER
NCT06437899,Hospital LKH Hochsteiermark - Leoben,OTHER
NCT06597799,"Monte Rosa Therapeutics, Inc",INDUSTRY
NCT01375699,Virginia Commonwealth University,OTHER
NCT06990399,Kodiak Sciences Inc,INDUSTRY
NCT07108699,"Haisco Pharmaceutical Group Co., Ltd.",INDUSTRY
NCT05009199,Invicro,OTHER
NCT02410499,Takeda,INDUSTRY
NCT02500199,"Hengrui Therapeutics, Inc.",INDUSTRY
NCT07676799,Istanbul Medipol University Hospital,OTHER
NCT06575699,Duke University,OTHER
NCT00091299,Jonsson Comprehensive Cancer Center,OTHER
NCT00091299,Novartis Pharmaceuticals,INDUSTRY
NCT00303199,Alaunos Therapeutics,INDUSTRY
NCT03796598,VA Office of Research and Development,FED
NCT06490198,Chang Gung Memorial Hospital,OTHER
NCT00480298,"University Hospital, Ghent",OTHER
NCT00057798,Roswell Park Cancer Institute,OTHER
NCT00453063,Organon and Co,INDUSTRY
NCT01706263,"Stiefel, a GSK Company",INDUSTRY
NCT01706263,GlaxoSmithKline,INDUSTRY
NCT07189793,First Affiliated Hospital of Wenzhou Medical University,OTHER
NCT06920693,Generate Biomedicines,INDUSTRY
NCT02054793,"Emmanuel Antonarakis, MD",OTHER
NCT02054793,"Millennium Pharmaceuticals, Inc.",INDUSTRY
NCT01919593,Thammasat University,OTHER
NCT06794593,Odense University Hospital,OTHER
NCT04353193,Juan A. Arnaiz,OTHER
NCT07235293,Kahr Bio Australia Pty Ltd,INDUSTRY
NCT07235293,Novotech (Australia) Pty Limited,INDUSTRY
NCT03594487,Jeffrey Gelfand,OTHER
NCT05436093,Peking University Cancer Hospital & Institute,OTHER
NCT03037593,University of Minnesota,OTHER
NCT06477406,Mclean Hospital,OTHER
NCT06477406,Massachusetts Life Sciences Center,UNKNOWN
NCT02474706,"Central Hospital, Nancy, France",OTHER
NCT06235606,The University of Hong Kong,OTHER
NCT04371406,Assistance Publique - Hôpitaux de Paris,OTHER
NCT04327206,Murdoch Childrens Research Institute,OTHER
NCT04327206,Royal Children's Hospital,OTHER
NCT04327206,Bill and Melinda Gates Foundation,OTHER
NCT05741606,Tabriz University of Medical Sciences,OTHER
NCT06541704,Regeneron Pharmaceuticals,INDUSTRY
NCT00436904,Mayo Clinic,OTHER
NCT00436904,National Cancer Institute (NCI),NIH
NCT07542704,Kumquat Biosciences Inc.,INDUSTRY
NCT07542704,Worldwide Clinical Trials,OTHER
NCT02120404,Assistance Publique - Hôpitaux de Paris,OTHER
NCT02120404,Baxter Healthcare Corporation,INDUSTRY
NCT05462704,Women and Infants Hospital of Rhode Island,OTHER
NCT05462704,Hasbro Children's Hospital,OTHER
NCT05462704,University of Michigan,OTHER
NCT05462704,Washington University School of Medicine,OTHER
NCT05462704,University of Utah,OTHER
NCT05462704,University of Alabama at Birmingham,OTHER
NCT05462704,Oregon Health and Science University,OTHER
NCT05462704,GNP Research at Heme-on-Call,UNKNOWN
NCT04398004,Hellenic Institute for the Study of Sepsis,OTHER
NCT00884104,KYU-SUNG LEE,OTHER
NCT00884104,"Astellas Pharma Korea, Inc.",INDUSTRY
NCT05872204,Universitaire Ziekenhuizen KU Leuven,OTHER
NCT05872204,Kom Op Tegen Kanker,OTHER
NCT05872204,Eli Lilly and Company,INDUSTRY
NCT05872204,European Network of Gynaecological Oncological Trial Groups (ENGOT),OTHER
NCT07241104,AstraZeneca,INDUSTRY
NCT01497704,Elevar Therapeutics,INDUSTRY
NCT01497704,"Bukwang Pharmaceutical, Co., Ltd.",INDUSTRY
NCT02409004,PTC Therapeutics,INDUSTRY
NCT00035984,AstraZeneca,INDUSTRY
NCT03977233,UNC Lineberger Comprehensive Cancer Center,OTHER
NCT00211133,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY
NCT00103233,SWOG Cancer Research Network,NETWORK
NCT00103233,National Cancer Institute (NCI),NIH
NCT01769833,Pusan National University Hospital,OTHER
NCT01249833,Trial Management Group Inc.,NETWORK
NCT01249833,Hoffmann-La Roche,INDUSTRY
NCT06895733,Tianjin Medical University Second Hospital,OTHER
NCT01244633,Psyadon Pharma,INDUSTRY
NCT00295633,AstraZeneca,INDUSTRY
NCT00362752,Unity Health Toronto,OTHER
NCT00362752,University of Toronto,OTHER
NCT01354652,Asan Medical Center,OTHER
NCT06504147,Oncoinvent Solutions AS,INDUSTRY
NCT00761449,Nordic MDS Group,NETWORK
NCT06042049,AstraZeneca,INDUSTRY
NCT06042049,IQVIA Pty Ltd,INDUSTRY
NCT02466347,Intech Biopharm Ltd.,INDUSTRY
NCT03693547,"Beijing Biostar Pharmaceuticals Co., Ltd.",INDUSTRY
NCT03693547,Chengdu Biostar Pharmaceuticals,INDUSTRY
NCT06823349,Jehan George Sadek,OTHER
NCT03023449,Steven Messe,OTHER
NCT03023449,Mallinckrodt,INDUSTRY
NCT00593138,Massachusetts General Hospital,OTHER
NCT01286038,H. Lee Moffitt Cancer Center and Research Institute,OTHER
NCT01286038,GlaxoSmithKline,INDUSTRY
NCT02285738,Case Comprehensive Cancer Center,OTHER
NCT01718938,Theravance Biopharma,INDUSTRY
NCT01718938,Alfasigma S.p.A.,INDUSTRY
NCT00654758,AbbVie,INDUSTRY
NCT01044238,"University of California, Los Angeles",OTHER
NCT00542958,"Nippon Kayaku Co., Ltd.",INDUSTRY
NCT02869438,AstraZeneca,INDUSTRY
NCT04051255,"University of Campinas, Brazil",OTHER
NCT00911248,PTC Therapeutics,INDUSTRY
NCT00911248,United States Department of Defense,FED
NCT04345848,"University Hospital, Geneva",OTHER
NCT00152048,Allergan,INDUSTRY
NCT02581748,Shanghai Henlius Biotech,INDUSTRY
NCT02768948,Centre Hospitalier Universitaire de Nice,OTHER
NCT01797848,Bristol-Myers Squibb,INDUSTRY
NCT00356226,CHU de Charleroi,OTHER
NCT00057226,GlaxoSmithKline,INDUSTRY
NCT07144826,Ohio State University Comprehensive Cancer Center,OTHER
NCT07144826,Doris Duke Charitable Foundation,OTHER
NCT07144826,Ovarian Cancer Research Alliance,UNKNOWN
NCT07144826,United States Department of Defense,FED
NCT02689726,Genticel,INDUSTRY
NCT02689726,"PPD Development, LP",INDUSTRY
NCT04984226,"University of California, Davis",OTHER
NCT04984226,Vanderbilt University Medical Center,OTHER
NCT04984226,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT01771978,"University Hospital, Strasbourg, France",OTHER
NCT05305885,The First Hospital of Jilin University,OTHER
NCT05305885,The Second Hospital of Hebei Medical University,OTHER
NCT05305885,Second Affiliated Hospital of Guangzhou Medical University,OTHER
NCT05305885,Affiliated Hospital of Guangdong Medical University,OTHER
NCT05305885,Guangdong 999 Brain Hospital,OTHER
NCT05305885,Wuxi People's Hospital,OTHER
NCT05305885,"Huizhou Third People's Hospital, Guangzhou Medical University",OTHER
NCT05305885,Panjin Liaoyou Gem Flower Hospital,UNKNOWN
NCT00264485,"Alza Corporation, DE, USA",INDUSTRY
NCT00264485,"PriCara, Unit of Ortho-McNeil, Inc.",INDUSTRY
NCT07420985,Valenta Pharm JSC,INDUSTRY
NCT00807885,Baxter Healthcare Corporation,INDUSTRY
NCT00807885,Halozyme Therapeutics,INDUSTRY
NCT03317743,"Idience Co., Ltd.",INDUSTRY
NCT03317743,IlDong Pharmaceutical Co Ltd,INDUSTRY
NCT03317743,National OncoVenture,OTHER
NCT02987543,AstraZeneca,INDUSTRY
NCT02987543,Merck Sharp & Dohme LLC,INDUSTRY
NCT02987543,Foundation Medicine,INDUSTRY
NCT02987543,"Myriad Genetics, Inc.",INDUSTRY
NCT04589832,"Arkadiusz Z. Dudek, MD",OTHER
NCT04589832,HealthPartners Institute Regions Cancer Care Center,OTHER
NCT04589832,"Vanquish Oncology, Inc.",INDUSTRY
NCT04589832,"Genentech, Inc.",INDUSTRY
NCT04589832,Midwest Melanoma Partnership,OTHER
NCT03937999,Montefiore Medical Center,OTHER
NCT03937999,Merck Sharp & Dohme LLC,INDUSTRY
NCT01324544,Purdue Pharma LP,INDUSTRY
NCT03743298,"Aivita Biomedical, Inc.",INDUSTRY
NCT02255734,"Yung Shin Pharm. Ind. Co., Ltd.",INDUSTRY
NCT03856164,University of Texas Southwestern Medical Center,OTHER
NCT00654498,Boehringer Ingelheim,INDUSTRY
NCT01078298,Pfizer,INDUSTRY
NCT02066298,Milton S. Hershey Medical Center,OTHER
NCT02066298,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT03891498,Cairo University,OTHER
NCT03033498,AbbVie,INDUSTRY
NCT06670898,"Nippon Shinyaku Co., Ltd.",INDUSTRY
NCT01712009,Amgen,INDUSTRY
NCT00434109,H. Lee Moffitt Cancer Center and Research Institute,OTHER
NCT00434109,Pfizer,INDUSTRY
NCT00399698,Ohio State University,OTHER
NCT01695863,Rush University Medical Center,OTHER
NCT04528563,Hamilton Health Sciences Corporation,OTHER
NCT05875493,"Allist Pharmaceuticals, Inc.",INDUSTRY
NCT04679493,NP Therapeutics,OTHER
NCT01738893,GlaxoSmithKline,INDUSTRY
NCT00006014,National Cancer Institute (NCI),NIH
NCT06690814,"Fundación FLS de Lucha Contra el Sida, las Enfermedades Infecciosas y la Promoción de la Salud y la Ciencia",OTHER
NCT06690814,"The Royal Botanic Gardens, Kew",UNKNOWN
NCT04060914,Beijing Anzhen Hospital,OTHER
NCT03667014,"University of California, San Francisco",OTHER
NCT03667014,Regeneron Pharmaceuticals,INDUSTRY
NCT04055116,Geisinger Clinic,OTHER
NCT04762316,"Trieu, Nguyen Thi, M.D.",INDIV
NCT01154816,Children's Oncology Group,NETWORK
NCT01154816,National Cancer Institute (NCI),NIH
NCT05066516,Korea University Anam Hospital,OTHER
NCT03598816,Washington University School of Medicine,OTHER
NCT03598816,MedImmune LLC,INDUSTRY
NCT03275116,Maastricht University Medical Center,OTHER
NCT03275116,Center for Integrated Rehabilitation and Organ Failure Horn,OTHER
NCT03275116,AstraZeneca,INDUSTRY
NCT06804616,University of Lahore,OTHER
NCT03045406,"Fadoi Foundation, Italy",OTHER
NCT03045406,University Of Perugia,OTHER
NCT02487706,"Fundación FLS de Lucha Contra el Sida, las Enfermedades Infecciosas y la Promoción de la Salud y la Ciencia",OTHER
NCT05193604,"Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical Co., Ltd.",INDUSTRY
NCT07144904,Baylor College of Medicine,OTHER
NCT05150704,Niguarda Hospital,OTHER
NCT05150704,"Ministry of Health, Italy",OTHER_GOV
NCT05150704,Istituto Di Ricerche Farmacologiche Mario Negri,OTHER
NCT05150704,University of Milano Bicocca,OTHER
NCT05150704,Regione Lombardia,OTHER
NCT00737204,New York State Psychiatric Institute,OTHER
NCT00737204,National Institute of Mental Health (NIMH),NIH
NCT07116304,Oman Medical Speciality Board,OTHER_GOV
NCT04420104,Aydin Adnan Menderes University,OTHER
NCT06731504,Duke University,OTHER
NCT02445404,Samsung Medical Center,OTHER
NCT00125684,Alberta Health services,OTHER
NCT00125684,Tom Baker Cancer Centre,OTHER
NCT03184584,Liminal BioSciences Ltd.,INDUSTRY
NCT07455084,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY
NCT01341184,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT01670084,Mayo Clinic,OTHER
NCT00220584,Stanford University,OTHER
NCT03933384,Taichung Veterans General Hospital,OTHER
NCT04570384,"Asklepion Pharmaceuticals, LLC",INDUSTRY
NCT05516784,Universiti Sains Malaysia,OTHER
NCT00246584,Novartis,INDUSTRY
NCT07478484,Jing Zhou,OTHER
NCT00663884,JW Pharmaceutical,INDUSTRY
NCT03718884,Eli Lilly and Company,INDUSTRY
NCT03341884,"Genentech, Inc.",INDUSTRY
NCT06697184,BeOne Medicines,INDUSTRY
NCT00857584,AstraZeneca,INDUSTRY
NCT03705884,University of Edinburgh,OTHER
NCT03558984,PolyPid Ltd.,INDUSTRY
NCT02966184,Norton Healthcare,OTHER
NCT03168984,UCB Biopharma S.P.R.L.,INDUSTRY
NCT04566484,International Vaccine Institute,OTHER
NCT02723084,AbbVie,INDUSTRY
NCT04251533,Novartis Pharmaceuticals,INDUSTRY
NCT00885833,The Korean Society of Pediatric Hematology Oncology,NETWORK
NCT01057433,"Kowa Research Institute, Inc.",INDUSTRY
NCT06672133,Jinming Yu,OTHER
NCT03550352,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER
NCT03550352,Tilray,INDUSTRY
NCT03550352,CIHR Canadian HIV Trials Network,NETWORK
NCT03550352,Université du Québec a Montréal,OTHER
NCT03550352,Centre de Recherche du Centre Hospitalier de l'Université de Montréal,OTHER
NCT00000952,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT00000952,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH
NCT05468047,Integrative Psychiatry Institute,OTHER
NCT04610047,"Emergo Therapeutics, Inc.",INDUSTRY
NCT01013649,National Cancer Institute (NCI),NIH
NCT01013649,NRG Oncology,OTHER
NCT04525638,Fundación de investigación HM,OTHER
NCT04525638,"Syntax for Science, S.L",INDUSTRY
NCT06294548,University of Alabama at Birmingham,OTHER
NCT03574948,"University Hospital, Ghent",OTHER
NCT02274558,Neurocrine Biosciences,INDUSTRY
NCT02871648,Brigham and Women's Hospital,OTHER
NCT06656455,American University of Beirut Medical Center,OTHER
NCT02305355,"Kuhnil Pharmaceutical Co., Ltd.",INDUSTRY
NCT07189455,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",INDUSTRY
NCT01231126,Maternidade Escola Assis Chateaubriand,OTHER
NCT04956926,"Shanghai Junshi Bioscience Co., Ltd.",OTHER
NCT00764426,European Research Advisory Board,OTHER
NCT04693026,M Abdur Rahim Medical College and Hospital,OTHER_GOV
NCT04693026,First Affiliated Hospital Xi'an Jiaotong University,OTHER
NCT00685178,Johns Hopkins University,OTHER
NCT00685178,National Institute on Drug Abuse (NIDA),NIH
NCT00937534,"Boryung Pharmaceutical Co., Ltd",INDUSTRY
NCT00937534,Kyungpook National University Hospital,OTHER
NCT00937534,Seoul National University Hospital,OTHER
NCT04055844,"Masonic Cancer Center, University of Minnesota",OTHER
NCT04055844,Incyte Corporation,INDUSTRY
NCT02593734,University of Ghana Medical School,OTHER
NCT07492134,Vanderbilt University Medical Center,OTHER
NCT07492134,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT04608734,Nourhan M.Aly,OTHER
NCT04608734,Alexandria University,OTHER
NCT01460134,Celldex Therapeutics,INDUSTRY
NCT02164734,Albany Medical College,OTHER
NCT02164734,University of Rochester,OTHER
NCT02164734,ONY,INDUSTRY
NCT01847664,Dr. Falk Pharma GmbH,INDUSTRY
NCT01002664,"Health Ever Bio-Tech Co., Ltd.",INDUSTRY
NCT04299464,Hoffmann-La Roche,INDUSTRY
NCT04798209,Idorsia Pharmaceuticals Ltd.,INDUSTRY
NCT01049009,Emory University,OTHER
NCT01049009,Forest Laboratories,INDUSTRY
NCT02766244,Texas Tech University Health Sciences Center,OTHER
NCT00193544,"SCRI Development Innovations, LLC",OTHER
NCT00193544,CTI BioPharma,INDUSTRY
NCT03398434,Novartis Pharmaceuticals,INDUSTRY
NCT07436234,Akeso,INDUSTRY
NCT02424734,Pfizer,INDUSTRY
NCT02424734,PRA Health Sciences,INDUSTRY
NCT06469164,BioNTech SE,INDUSTRY
NCT00740064,"Denver Infectious Disease Consultants, PLLC",OTHER
NCT00740064,GlaxoSmithKline,INDUSTRY
NCT01094964,Cancer Research Campaign Clinical Trials Centre,OTHER
NCT03941964,AbbVie,INDUSTRY
NCT05030064,Third Military Medical University,OTHER
NCT04455464,"Institute of Liver and Biliary Sciences, India",OTHER
NCT05741164,Emory University,OTHER
NCT05741164,National Cancer Institute (NCI),NIH
NCT00734864,Annick Desjardins,OTHER
NCT00734864,Bristol-Myers Squibb,INDUSTRY
NCT06030609,King Chulalongkorn Memorial Hospital,OTHER
NCT05414864,University of Sao Paulo,OTHER
NCT05414864,Takeda,INDUSTRY
NCT06493864,"Sichuan Baili Pharmaceutical Co., Ltd.",INDUSTRY
NCT06493864,"Baili-Bio (Chengdu) Pharmaceutical Co., Ltd.",INDUSTRY
NCT01247909,Kamuzu University of Health Sciences,OTHER
NCT05205109,Antengene Therapeutics Limited,INDUSTRY
NCT05205109,Merck Sharp & Dohme LLC,INDUSTRY
NCT01188798,St. Jude Children's Research Hospital,OTHER
NCT01257698,Mid Atlantic Retina,OTHER
NCT05620498,Tianjin Medical University Cancer Institute and Hospital,OTHER
NCT00394498,University of Ottawa,OTHER
NCT00394498,Canadian Institutes of Health Research (CIHR),OTHER_GOV
NCT05038098,M.D. Anderson Cancer Center,OTHER
NCT05885763,Vifor Fresenius Medical Care Renal Pharma,INDUSTRY
NCT05885763,"Tigermed Consulting Co., Ltd",INDUSTRY
NCT03368963,Emory University,OTHER
NCT03368963,"Taiho Oncology, Inc.",INDUSTRY
NCT03368963,Ipsen,INDUSTRY
NCT02614963,Shandong University,OTHER
NCT02614963,Linyi People's Hospital,OTHER
NCT02614963,Taian City Central Hospital,OTHER
NCT02614963,"Qingdao Eastsea Pharmaceutical Co., Ltd.",INDUSTRY
NCT00583063,University of Chicago,OTHER
NCT00583063,Pfizer,INDUSTRY
NCT03415763,LI XIN-XIANG,OTHER
NCT02094963,Seung-Jung Park,OTHER
NCT02094963,"CardioVascular Research Foundation, Korea",OTHER
NCT03608163,Albert Einstein College of Medicine,OTHER
NCT03608163,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT04072887,Novartis Pharmaceuticals,INDUSTRY
NCT01095887,Mayo Clinic,OTHER
NCT01095887,"Alexion Pharmaceuticals, Inc.",INDUSTRY
NCT00041587,INSYS Therapeutics Inc,INDUSTRY
NCT02217787,Pfizer,INDUSTRY
NCT06893887,Nanjing Tianyinshan Hospital,OTHER
NCT04698187,Regeneron Pharmaceuticals,INDUSTRY
NCT04698187,Bristol-Myers Squibb,INDUSTRY
NCT00288093,National Cancer Institute (NCI),NIH
NCT02664493,Samsung Medical Center,OTHER
NCT00801021,Biomedical Development Corporation,INDUSTRY
NCT00801021,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00801021,Baylor College of Medicine,OTHER
