study_id,intervention_name,intervention_type
NCT06788912,Pembrolizumab (adjuvant),BIOLOGICAL
NCT06788912,Paclitaxel,DRUG
NCT06788912,Steroid mouthwash (dexamethasone or equivalent),DRUG
NCT00471419,Rimexolone,DRUG
NCT01394419,N-acetylcysteine,DRUG
NCT01394419,Saline,DRUG
NCT06530719,Osimertinib mesylate,DRUG
NCT05726019,Colchicine,DRUG
NCT06699030,Functional fatty acids,DRUG
NCT06699030,Placebo,OTHER
NCT00729365,Ramipril,DRUG
NCT00729365,Placebo,DRUG
NCT01485328,AMARGOL®,DRUG
NCT03302728,Lenalidomide 15mg,DRUG
NCT03302728,Brentuximab Vedotin 1.8 mg/Kg,DRUG
NCT06727630,PRJ1-3024,DRUG
NCT06302465,narlumosbartmab plus doxorubicin、cisplatin、methotrexate、ifosfamide,DRUG
NCT06302465,doxorubicin、cisplatin、methotrexate、ifosfamide,DRUG
NCT03003065,Temoporfin,DRUG
NCT05775965,Rivaroxaban 10mg,DRUG
NCT05775965,acetylsalicylic acid (ASA) 81mg Oral Tablet,DRUG
NCT02358265,10 mg Rupatadine on demand,DRUG
NCT02358265,10 mg Rupatadine,DRUG
NCT02358265,20 mg Rupatadine,DRUG
NCT02358265,10 mg Rupatadine on demand (sham updosing to 20 mg),DRUG
NCT00839865,herb ointment,DRUG
NCT02018965,Niacin,DRUG
NCT00572065,arsenic trioxide,DRUG
NCT00572065,cytarabine,DRUG
NCT00514865,ONO-2333Ms Experimental 2,DRUG
NCT00514865,Placebo,DRUG
NCT00514865,ONO-2333Ms Experimental 1,DRUG
NCT00004465,SYNSORB Pk,DRUG
NCT00004465,Placebo,DRUG
NCT04045665,Antiplatelet-only strategy,DRUG
NCT04045665,Oral Anticoagulant plus background antiplatelet therapy,DRUG
NCT00280865,Tesaglitazar,DRUG
NCT00280865,Pioglitazone,DRUG
NCT00280865,Dietary and Lifestyle Modification Counseling,BEHAVIORAL
NCT06237465,Normal saline,DRUG
NCT06237465,Botulinum toxin type A,DRUG
NCT00094965,Oxaliplatin (SR96669),DRUG
NCT00855465,"Riociguat (Adempas, BAY63-2521)",DRUG
NCT00855465,Placebo,DRUG
NCT01332292,Fluticasone furoate,DRUG
NCT01332292,Matching placebo,DRUG
NCT03617536,CR845 0.25 mg Oral Tablet,DRUG
NCT03617536,CR845 0.5 mg Oral Tablet,DRUG
NCT03617536,CR845 1 mg Oral Tablet,DRUG
NCT03617536,Placebo Oral Tablet,DRUG
NCT00002336,Clarithromycin,DRUG
NCT00133536,Influenza A/H5N1 Vaccine,BIOLOGICAL
NCT00133536,Placebo,DRUG
NCT01976936,Low Dose Lovastatin,DRUG
NCT01976936,Placebo,OTHER
NCT01976936,High Dose Lovastatin,DRUG
NCT05707936,Normal Saline Flush 20 ml,DRUG
NCT05707936,Normal Saline Flush 10 ml,DRUG
NCT05707936,"Heparin Flush (1000 USP, 10ml)",DRUG
NCT01610336,INC280,DRUG
NCT01610336,Gefitinib,DRUG
NCT04804111,arm 0,DRUG
NCT04804111,arm 1,DRUG
NCT04804111,arm 2,DRUG
NCT04804111,arm 3,DRUG
NCT04804111,arm 4,DRUG
NCT00744211,1mg/kg sitaxsentan sodium,DRUG
NCT00744211,2mg/kg sitaxsentan sodium,DRUG
NCT00744211,Vehicle,OTHER
NCT03415711,VSL#3®,DIETARY_SUPPLEMENT
NCT03415711,Mesalamine,DRUG
NCT03415711,Placebo,DRUG
NCT03289871,Excilor,DEVICE
NCT03289871,Loceryl 5%,DRUG
NCT00494871,"Rivaroxaban (Xarelto, BAY59-7939)",DRUG
NCT00494871,Warfarin,DRUG
NCT00494871,Rivaroxaban placebo,DRUG
NCT00494871,Warfarin placebo,DRUG
NCT05930171,Ultrasound guided L-ESPB and PENG block using Bupivacaine,PROCEDURE
NCT05930171,Postoperative conventional analgesia in form of Acetaminophen,DRUG
NCT04093271,Rest-ZZZ,DIETARY_SUPPLEMENT
NCT04093271,Active Comparator - Diphenhydramine HCl,DRUG
NCT04093271,Placebo,OTHER
NCT06756971,Propofol,DRUG
NCT06756971,Dexmedetomidine,DRUG
NCT04639271,Pyrotinib Plus And,DRUG
NCT04639271,Trastuzumab,DRUG
NCT04639271,Abraxane,DRUG
NCT06642571,NNC0519-0130 B,DRUG
NCT06642571,NNC0519-0130 C,DRUG
NCT00412971,Hexvix,DRUG
NCT00412971,Standard white light cystoscopy,OTHER
NCT01061671,simvastatin,DRUG
NCT01061671,Placebo,DRUG
NCT00209144,Intensive insulin therapy,DRUG
NCT07515209,HH-006,BIOLOGICAL
NCT07515209,0.9% normal saline,DRUG
NCT02244944,EZ-Urso combination therapy,DRUG
NCT01627834,Ropinirole,DRUG
NCT00045734,imatinib mesylate,DRUG
NCT00045734,laboratory biomarker analysis,OTHER
NCT00045734,pharmacological study,OTHER
NCT01158534,celecoxib,DRUG
NCT01158534,recombinant interferon alfa-2b,BIOLOGICAL
NCT01158534,polymerase chain reaction,OTHER
NCT01158534,laboratory biomarker analysis,OTHER
NCT01158534,reverse transcriptase-polymerase chain reaction,OTHER
NCT01158534,immunologic technique,OTHER
NCT01158534,immunohistochemistry staining method,OTHER
NCT01158534,flow cytometry,OTHER
NCT01614964,AQ-13 Treatment,DRUG
NCT01614964,Coartem Treatment,DRUG
NCT06236009,TAK-004,DRUG
NCT06236009,Placebo,DRUG
NCT03116009,Screening for diabetes with 1-hour GCT and HbA1,DRUG
NCT02781909,Ibuprofen,DRUG
NCT02781909,Standard of Care TB treatment,DRUG
NCT05839899,Mifepristone plus one dose Misoprostol,DRUG
NCT05839899,Mifepristone plus two doses Misoprostol,DRUG
NCT01938599,"AM001 Cream, 7.5%",DRUG
NCT01938599,Placebo of AM001 Cream,DRUG
NCT01220999,CS-1008,DRUG
NCT00236899,Gemcitabine,DRUG
NCT00236899,Docetaxel,DRUG
NCT00236899,Paclitaxel,DRUG
NCT00000699,Inosine pranobex,DRUG
NCT00000699,Ribavirin,DRUG
NCT04152499,SKB264,DRUG
NCT06305832,Rezvilutamide,DRUG
NCT06305832,Androgen deprivation therapy (ADT),DRUG
NCT06305832,SRT,RADIATION
NCT02062099,[18F]DPA-714 PET/ [18F]AV-45 PET/neuropsychological assessment,DRUG
NCT02951299,Pentoxifylline 400Mg Tablet,DRUG
NCT04091399,Stamatological tamponade Contipro,DRUG
NCT06844799,HS-20137,DRUG
NCT06844799,Placebo&HS-20137,DRUG
NCT04536532,HEC121120 tablets,DRUG
NCT04536532,HEC121120 placebo tablets,DRUG
NCT04536532,entecavir tablets,DRUG
NCT04536532,entecavir placebo tablets,DRUG
NCT02452463,Durvalumab,BIOLOGICAL
NCT02452463,Nintedanib,DRUG
NCT02452463,Placebo,OTHER
NCT02452463,Quality-of-Life Assessment,PROCEDURE
NCT05249387,A-967079 and BAM8-22 application,DRUG
NCT05249387,A-967079 and BAM8-22 application after 5 minutes.,DRUG
NCT05249387,A-967079 application.,DRUG
NCT05249387,Vehicle and BAM8-22 application.,DRUG
NCT00483587,Heme arginate,DRUG
NCT01046487,"Imatinib mesylate, Cyclophosphamide (Dosing level 1 )",DRUG
NCT01046487,"Imatinib mesylate, Cyclophosphamide (Dosing level 2)",DRUG
NCT01046487,"Imatinib mesylate, Cyclophosphamide (Dosing level 3)",DRUG
NCT01046487,Blood sampling,PROCEDURE
NCT01593787,LCZ696,DRUG
NCT05388487,HF1K16 /Arm 45 mg/m²,DRUG
NCT05388487,HF1K16 /Arm 90 mg/m²,DRUG
NCT05388487,HF1K16 /Arm 120 mg/m²,DRUG
NCT05388487,HF1K16 /Arm 160 mg/m²,DRUG
NCT05388487,HF1K16 /Arm 120 mg or 180 mg,DRUG
NCT07367087,Silver Sulfadiazine With Hyaluronic Acid,DRUG
NCT07367087,Silver Sulfadiazine,DRUG
NCT01599793,cabozantinib,DRUG
NCT01599793,laboratory biomarker analysis,OTHER
NCT01599793,magnetic resonance imaging,PROCEDURE
NCT07341893,Sacubitril-valsartan,DRUG
NCT07341893,standard treatment of heart failure,DRUG
NCT06149793,Empagliflozin,DRUG
NCT06149793,Placebo Control,OTHER
NCT00453193,Pentostatin,DRUG
NCT00453193,Alemtuzumab,DRUG
NCT05722093,Manzi Guben granules,DRUG
NCT06926621,VX-670,DRUG
NCT07626021,Selinexor,DRUG
NCT07074821,Taurolidine citrate 4% and heparin 500,DRUG
NCT00022321,gemtuzumab ozogamicin,DRUG
NCT03193814,Chemotherapy + Apatinib,DRUG
NCT05874414,GNS561 + Trametinib,DRUG
NCT00567814,Metyrapone,DRUG
NCT00567814,Oxazepam,DRUG
NCT00567814,Placebo,DRUG
NCT03140514,Rejection treatment according to clinical standard-of-care,DRUG
NCT02549014,MK-1064,DRUG
NCT02549014,Placebo,DRUG
NCT04414514,Ruxolitinib 1.5% Cream,DRUG
NCT07116616,mRNA-2808,DRUG
NCT02228616,Prucalopride,DRUG
NCT02228616,Polyethylene glycol (PEG),DRUG
NCT02228616,Lactulose,DRUG
NCT03752216,Niraparib,DRUG
NCT04984616,40 mg Atorvastatin/day for 120 days P.O.,DRUG
NCT04984616,Atorvastatin 80,DRUG
NCT04984616,Placebo,DRUG
NCT03563716,Atezolizumab,DRUG
NCT03563716,Tiragolumab,DRUG
NCT03563716,Placebo,DRUG
NCT01239706,NTx 265,DRUG
NCT07006506,Belumosudil,DRUG
NCT05004506,Adductor Canal Block,DRUG
NCT05004506,Intra-articular Injection,DRUG
NCT03018106,Ospemifene,DRUG
NCT03018106,Vaginal conjugated estrogens,DRUG
NCT02542306,fibrinogen concentrate,DRUG
NCT02060006,Meloxicam 7.5mg daily for 8 weeks,DRUG
NCT00346606,Denosin® and Xyzal®,DRUG
NCT02164006,TGR-1202 + brentuximab vedotin,DRUG
NCT01155206,glucagon,DRUG
NCT00391404,Alendronate,DRUG
NCT00391404,Placebo,DRUG
NCT03824704,Rucaparib,DRUG
NCT03824704,Nivolumab,DRUG
NCT01380184,ridaforolimus,DRUG
NCT03323684,Quadratus lumborum block Group (QL),OTHER
NCT03323684,Transversus abdominis plane Group (TAP),OTHER
NCT03323684,Control group (C),OTHER
NCT03323684,Paracetamol infusion,DRUG
NCT03323684,Ketorolac analgesia,DRUG
NCT03323684,fentanyl,DRUG
NCT05991284,Sacubitril-valsartan,DRUG
NCT05991284,Standard of care,DRUG
NCT00183404,Olanzapine,DRUG
NCT07369284,Melatonin,DRUG
NCT07369284,Placebo,OTHER
NCT02680184,CMP-001,DRUG
NCT02680184,Pembrolizumab,DRUG
NCT03591133,TS-143,DRUG
NCT03591133,Placebo,DRUG
NCT00222833,Aripiprazole,DRUG
NCT06208033,SMET12,DRUG
NCT00914433,TPI 1100,DRUG
NCT02697552,HBI-8000,DRUG
NCT01111552,Escitalopram,DRUG
NCT01111552,Aripiprazole,DRUG
NCT01111552,Placebo,DRUG
NCT01808547,ISV-303,DRUG
NCT01808547,DuraSite Vehicle,OTHER
NCT01293747,Estradiol + Progesterone,DRUG
NCT00301847,sorafenib tosylate,DRUG
NCT02657447,Betalutin with lilotomab dose 1,DRUG
NCT02657447,Betalutin with lilotomab dose 2,DRUG
NCT02587247,TF2 antibody/68Ga-IMP-288,DRUG
NCT04992949,CPX-351,DRUG
NCT05384249,Izokibep,DRUG
NCT05384249,Placebo,DRUG
NCT05462938,Continuous infusion of propofol,DRUG
NCT05462938,Continuous infusion of dexmedetomidine,DRUG
NCT06561438,Vortioxetine 20Mg Tab,DRUG
NCT01820858,Paclitaxel,DRUG
NCT01820858,Paraplatin (Carboplatin Injection),DRUG
NCT01820858,Pelvic Radiation,RADIATION
NCT01820858,Vaginal Brachytherapy 1,RADIATION
NCT01820858,Vaginal brachytherapy 2,RADIATION
NCT00623558,Cetuximab,DRUG
NCT00623558,Docetaxel,DRUG
NCT00623558,Cisplatin,DRUG
NCT00198848,Iron-folic acid supplement,DRUG
NCT07512648,Sanyong Jiedu Granules,DRUG
NCT07512648,Standard Medication,DRUG
NCT02277548,Lyrica 300 mg,DRUG
NCT02277548,Placebo,DRUG
NCT04042948,Tylenol,DRUG
NCT04608448,Rapamycin Topical Ointment,DRUG
NCT04608448,Placebo,OTHER
NCT00162955,Valsartan,DRUG
NCT00823355,forodesine hydrochloride,DRUG
NCT02626455,Copanlisib (BAY80-6946),DRUG
NCT02626455,Placebo,DRUG
NCT02626455,Rituximab,DRUG
NCT02626455,Cyclophosphamide,DRUG
NCT02626455,Doxorubicin,DRUG
NCT02626455,Vincristine,DRUG
NCT02626455,Bendamustine,DRUG
NCT02626455,Prednisone,DRUG
NCT01568034,BIA 9-1067,DRUG
NCT01568034,Placebo,DRUG
NCT01568034,Levodopa/Carbidopa,DRUG
NCT01568034,Levodopa/Benzerazide,DRUG
NCT02433834,Glycopyrronium MDI,DRUG
NCT02433834,Serevent Diskus 50 μg,DRUG
NCT02433834,Placebo,DRUG
NCT02361034,GRC 27864,DRUG
NCT02361034,Placebo,DRUG
NCT00360464,Azithromycin SR,DRUG
NCT02961634,Nailner 2 in 1,DEVICE
NCT02961634,Ciclopirox 8%,DRUG
NCT00884234,Vehicle Control,OTHER
NCT00884234,RT001 (Botulinum Toxin Type A Topical Gel),DRUG
NCT05614934,standard Clarithromycin triple therapy,DRUG
NCT05614934,Vonoprazan triple therapy,DRUG
NCT05614934,Vonoprazan dual therapy,DRUG
NCT00407264,Fluticasone propionate,DRUG
NCT03785964,Nirogacestat oral tablet,DRUG
NCT03785964,Placebo Oral Tablet,DRUG
NCT02168309,Labetalol,DRUG
NCT02168309,Nifedipine,DRUG
NCT02372409,MRI-guided laser ablation,DEVICE
NCT02372409,Doxorubicin,DRUG
NCT02372409,Etoposide,DRUG
NCT02372409,Dynamic contrast-enhanced (DCE) MRI,DEVICE
NCT02372409,Dynamic susceptibility contrast (DSC) MRI,DEVICE
NCT01656109,boosted atazanavir (ATV/r),DRUG
NCT02527564,Suvorexant,DRUG
NCT02527564,Placebo,DRUG
NCT05131464,CM310,DRUG
NCT02872064,Verteporfin,DRUG
NCT04831099,Testosterone gel,DRUG
NCT04831099,Placebo,DRUG
NCT01105299,CJ anastrozole 1 mg tablet,DRUG
NCT01066299,Syntocinon®,DRUG
NCT01066299,inactive nasal spray,DRUG
NCT01705899,Human Pancreatic Islets,DRUG
NCT05859334,Biospecimen Collection,PROCEDURE
NCT05859334,Erdafitinib,DRUG
NCT05859334,Magnetic Resonance Imaging,PROCEDURE
NCT05859334,Optical Coherence Tomography,PROCEDURE
NCT00167934,Valproate,DRUG
NCT00167934,Placebo,DRUG
NCT00281632,GW786034,DRUG
NCT01033032,Amrubicin,DRUG
NCT03544632,Acellular Adipose Tissue (AAT),DRUG
NCT02574832,Lidocaine Administration,DRUG
NCT03473132,four factor prothrombin complex concentrate,DRUG
NCT03035032,Leuprolide,DRUG
NCT02334163,Nitazoxanide,DRUG
NCT02334163,Oral lactulose,DRUG
NCT02334163,Metronidazole,DRUG
NCT02334163,Rifaximine,DRUG
NCT00852163,Clofarabine with Busulfan,DRUG
NCT01559363,Tesevatinib,DRUG
NCT07703163,Canagliflozin,DRUG
NCT01424163,Single dose reduced,DRUG
NCT01424163,Single dose standard,DRUG
NCT01424163,Multiple Dose,DRUG
NCT01078363,ramipril,DRUG
NCT01078363,Placebo,DRUG
NCT01846663,Placebo,DRUG
NCT01846663,Rifaximin,DRUG
NCT02001363,"liraglutide (Novo Nordisk, Bagsværd, Denmark)",DRUG
NCT02001363,liraglutide placebo (Novo Nordisk),DRUG
NCT02620163,telmisartan/amlodipine 40/5mg,DRUG
NCT02620163,YH22162 40/5/12.5 mg,DRUG
NCT02620163,telmisartan/amlodipine 80/5mg,DRUG
NCT02620163,YH22162 80/5/25 mg,DRUG
NCT02620163,telmisartan/amlodipine 40/5mg placebo,DRUG
NCT02620163,YH22162 40/5/12.5 mg placebo,DRUG
NCT02620163,telmisartan/amlodipine 80/5mg placebo,DRUG
NCT02620163,YH22162 80/5/25 mg placebo,DRUG
NCT00940563,Imatinib,DRUG
NCT05384587,asciminib,DRUG
NCT07437287,mFOLFOX regimen,DRUG
NCT07437287,Mitazalimab,DRUG
NCT00882687,Lifitegrast,DRUG
NCT00882687,Placebo,OTHER
NCT07181187,MH004 Ointment,DRUG
NCT07181187,Vehicle Ointment,DRUG
NCT03988387,Peer Support (PS),BEHAVIORAL
NCT03988387,Reminder and Resource Transfer (RRT),BEHAVIORAL
NCT03988387,daily oral PrEP (emtricitabine 200 mg/tenofovir 300 mg) [FTC/TDF],DRUG
NCT01742793,lenalidomide (Revlimid) and romidepsin (Istodax),DRUG
NCT06161493,ZEN003694,DRUG
NCT06161493,Niraparib,DRUG
NCT02771093,Trelagliptin,DRUG
NCT02771093,Alogliptin,DRUG
NCT00237393,Quetiapine,DRUG
NCT00237393,Placebo,DRUG
NCT06742593,MT027 cells suspension,DRUG
NCT03994393,Tremelimumab,DRUG
NCT03994393,Durvalumab,DRUG
NCT07223021,Fludarabine,DRUG
NCT07223021,Cyclophosphamide,DRUG
NCT07223021,CAR-T,BIOLOGICAL
NCT06225921,Adebrelimab,DRUG
NCT06225921,Dalpiciclib 100mg,DRUG
NCT06225921,Dalpiciclib 150mg,DRUG
NCT01280214,Triamcinolone,DRUG
NCT03530514,REGN4461,DRUG
NCT03530514,Placebo,DRUG
NCT06036914,Bumetanide,DRUG
NCT06036914,Furosemide,DRUG
NCT06025916,Tranexamic acid,DRUG
NCT04176016,OTSA101-DTPA-111In,DRUG
NCT04176016,OTSA101-DTPA-90Y,DRUG
NCT00543816,MK0767,DRUG
NCT00101816,Dasatinib,DRUG
NCT05386706,Digital Intervention,BEHAVIORAL
NCT05386706,Metformin,DRUG
NCT06329206,GH2616 Tablets,DRUG
NCT04181606,Esmolol infusion,DRUG
NCT04181606,Saline infusion,DRUG
NCT04181606,Pre exercise baseline,OTHER
NCT04181606,Isometric handgrip exercise,OTHER
NCT04181606,Semi-recumbent cycling,OTHER
NCT06873906,Deep Parasternal intercostal plane block,PROCEDURE
NCT06873906,Erector Spinae Plane Block,PROCEDURE
NCT06873906,conventional analgesic regimen,DRUG
NCT06548906,GZR4 Injection,DRUG
NCT01853306,Veliparib,DRUG
NCT03298906,Esketamine,DRUG
NCT03298906,Ticlopidine,DRUG
NCT03774706,Misoprostol,DRUG
NCT03774706,Tranexamic Acid,DRUG
NCT03774706,placebo to tranexamic acid,DRUG
NCT04940104,Botox Injectable Product,DRUG
NCT03841604,Safinamide Methanesulfonate,DRUG
NCT03841604,Safinamide methanesulfonate matching placebo,OTHER
NCT07581704,Sirolimus,DRUG
NCT07581704,Teclistamab,BIOLOGICAL
NCT07581704,Talquetamb,BIOLOGICAL
NCT03577704,HLX07+Gemcitabine+Cisplatin,DRUG
NCT03577704,HLX07+Paclitaxel+Carboplatin,DRUG
NCT03577704,HLX07+mFOLFOX6,DRUG
NCT02035904,Levobupivacaine PCIA (Patient Controlled Intrawound Analgesia),DRUG
NCT02035904,saline,DRUG
NCT02035904,Levobupivacaine continuous infusion,DRUG
NCT02035904,intrawound infusion catheter,DEVICE
NCT02035904,morphine,DRUG
NCT02035904,Patrol,DRUG
NCT05971004,Arthrys (Collagen Peptide solution),DEVICE
NCT05971004,Depo medrol,DRUG
NCT00091104,MART-1:27-35 peptide vaccine,BIOLOGICAL
NCT00091104,aldesleukin,BIOLOGICAL
NCT00091104,filgrastim,BIOLOGICAL
NCT00091104,incomplete Freund's adjuvant,BIOLOGICAL
NCT00091104,therapeutic autologous lymphocytes,BIOLOGICAL
NCT00091104,therapeutic tumor infiltrating lymphocytes,BIOLOGICAL
NCT00091104,cyclophosphamide,DRUG
NCT00091104,fludarabine phosphate,DRUG
NCT00091104,autologous hematopoietic stem cell transplantation,PROCEDURE
NCT00091104,in vitro-treated peripheral blood stem cell transplantation,PROCEDURE
NCT00091104,total-body irradiation,RADIATION
NCT04485104,GWP42003-P,DRUG
NCT00083304,Efaproxiral,DRUG
NCT00083304,Whole Brain Radiation Therapy (WBRT),RADIATION
NCT00083304,Supplemental Oxygen,OTHER
NCT05576584,GST-HG121 tablets,DRUG
NCT05576584,Placebo,DRUG
NCT00152984,Tiotropium inhalation capsules,DRUG
NCT00152984,Placebo inhalation capsules,DRUG
NCT01674933,Duraphat® Fluoride Varnish,DRUG
NCT01674933,treatment as usual,BEHAVIORAL
NCT02865733,Remodulin,DRUG
NCT02865733,distilled water,DRUG
NCT06383533,Disitamab Vedotin Plus Cadonilimab,DRUG
NCT01626833,SOMATROPINE* : Norditropine® simplexx®,DRUG
NCT01626833,Placebo,BIOLOGICAL
NCT00881452,CM-AT,DRUG
NCT00881452,Placebo,DRUG
NCT01590433,Exenatide,DRUG
NCT01590433,Placebo,DRUG
NCT01590433,Dietary counseling,BEHAVIORAL
NCT03310749,Gemigliptin,DRUG
NCT03310749,Gemigliptin 50 mg q.d. + metformin 1000 mg twice a day,DRUG
NCT03310749,Metformin,DRUG
NCT00208949,G-CSF,DRUG
NCT00208949,GM-CSF,DRUG
NCT05060549,Cariprazine,DRUG
NCT06542549,AK104,DRUG
NCT06906549,Rituximab 200mg/6months,DRUG
NCT06906549,Rituximab 1g/6months,DRUG
NCT02062749,Oxaliplatin,DRUG
NCT02376049,Pimecrolimus cream,DRUG
NCT02376049,Betamethasone dipropionate cream,DRUG
NCT02376049,Clobetasol propionate cream,DRUG
NCT02376049,Glaxal Base cream vehicle,DRUG
NCT07647133,SAL0140 Tablets,DRUG
NCT07647133,SAL0140 placebo,DRUG
NCT00405652,Enteric-coated Mycophenolate sodium (EC-MPS),DRUG
NCT01387464,ISV-303,DRUG
NCT01387464,Bromday™,DRUG
NCT06385964,SHR-4597,DRUG
NCT06385964,Placebo,DRUG
NCT06138964,siSPARC + siLR4A microneedle patches,DRUG
NCT06138964,siSPARC microneedle patch,DRUG
NCT06713564,LS301-IT,DRUG
NCT05157464,Losartan,DRUG
NCT01937364,Baclofen,DRUG
NCT01937364,Placebo,DRUG
NCT00092209,"MK0954A, hydrochlorothiazide (+) losartan potassium",DRUG
NCT00092209,"Comparator: placebo, losartan, hydrochlorothiazide",DRUG
NCT04458909,Carboplatin,DRUG
NCT04458909,Cisplatin,DRUG
NCT04458909,Gemcitabine,DRUG
NCT04458909,Nivolumab,BIOLOGICAL
NCT04458909,Questionnaire Administration,OTHER
NCT01485809,Gefitinib,DRUG
NCT02387099,3 weeks Dose Induction of Everolimus,DRUG
NCT02387099,3 weeks Conventional Everolimus Dosing,DRUG
NCT02387099,Open Label Phase with conventional 10mg Everolimus Dosing week 4-24,DRUG
NCT02387099,Standard Care after 24 weeks,DRUG
NCT02817464,TV-46046 - 400 mg/mL,DRUG
NCT02817464,TV-46046 - 200 mg/mL,DRUG
NCT00895609,"Sugammadex, Neostigmine, Saline",DRUG
NCT02902432,Endostar,DRUG
NCT05284032,isatuximab 10 mg/kg,DRUG
NCT00964132,NRX194204,DRUG
NCT03311932,Infacort®,DRUG
NCT03311932,Cortef®,DRUG
NCT03091699,Nicotine,DRUG
NCT03091699,Moderate Intensity Exercise,BEHAVIORAL
NCT01128699,Subconjunctival Avastin,DRUG
NCT01128699,Ahmed Valve implant,DEVICE
NCT05078944,Active acupuncture,DEVICE
NCT05078944,Sham acupuncture,DEVICE
NCT05078944,Donepezil Hydrochloride,DRUG
NCT06830109,Oxymetazoline Nasal Spray,DRUG
NCT06830109,Budesonide nasal spray,DRUG
NCT04641299,AZD8233,DRUG
NCT04641299,Placebo,DRUG
NCT00147563,Eplerenone,DRUG
NCT06442709,Tocilizumab Asprin,DRUG
NCT06442709,Placebo,OTHER
NCT03309163,Tramadol,DRUG
NCT03309163,Hydromorphone,DRUG
NCT03309163,Ropivacaine (Epidural analgesia),DRUG
NCT02631863,Aminolaevulinic acid,DRUG
NCT02631863,Placebo,DRUG
NCT03189563,DA-9805 45mg,DRUG
NCT03189563,DA-9805 90mg,DRUG
NCT03189563,Placebo,OTHER
NCT03193463,Topotecan (<=8cc),DRUG
NCT03193463,Topotecan (>8cc),DRUG
NCT03193463,Cleveland Multiport Catheter,DEVICE
NCT03193463,Magnetic Resonance Imaging (MRI),DIAGNOSTIC_TEST
NCT03193463,Lower Does Topotecan,DRUG
NCT00446563,Valsartan,DRUG
NCT00446563,Amlodipine,DRUG
NCT00446563,Hydrochlorothiazide,DRUG
NCT00446563,Losartan,DRUG
NCT03041363,Triheptanoin,DRUG
NCT02825563,Anlotinib,DRUG
NCT02328963,Everolimus,DRUG
NCT02328963,mycophenolic acid,DRUG
NCT06313463,Carrellizumab + Capecitabine,DRUG
NCT06313463,Placebo + Capecitabine,DRUG
NCT04288687,Niraparib Pill,DRUG
NCT02089087,CFZ533,BIOLOGICAL
NCT02089087,Placebo,DRUG
NCT02618187,SER-287,DRUG
NCT02618187,Placebo,DRUG
NCT02618187,Placebo Pre-Treat,DRUG
NCT02618187,Vancomycin Pre-Treat,DRUG
NCT06482593,Zinc-Oxide Eugenol Sealer,DRUG
NCT06482593,AH-Plus Epoxy Resin Sealer,DRUG
NCT06482593,Bio-C Sealer,DRUG
NCT04193293,Duvelisib,DRUG
NCT04193293,Pembrolizumab,BIOLOGICAL
NCT00797693,Misoprostol ( Cytotec) 200 microgram a tablet,DRUG
NCT03473093,Pregabalin 150mg,DRUG
NCT03473093,Morphine,DRUG
NCT00835393,Pantoprazole Sodium 40 mg delayed-release tablets,DRUG
NCT00835393,PROTONIX® 40 mg delayed-release tablets.,DRUG
NCT01898221,Ethanol,DRUG
NCT01898221,Ablation,PROCEDURE
NCT04478721,Temocillin,DRUG
NCT04478721,Meropenem,DRUG
NCT07570121,Caffeine citrate,DRUG
NCT02669914,MEDI4736,DRUG
NCT00280514,cefpirome and moxifloxacin administration,DRUG
NCT01362114,SIHOGAYONGGOLMORYU TANG EXTRACT GRAN,DRUG
NCT01362114,Placebo,OTHER
NCT04271514,RPT193,DRUG
NCT04271514,Placebo,DRUG
NCT01485614,Sitagliptin,DRUG
NCT01485614,Metformin,DRUG
NCT01485614,Placebo to sitagliptin,DRUG
NCT01485614,Placebo to metformin,DRUG
NCT01485614,Glycemic Rescue 1,DRUG
NCT01485614,Glycemic Rescue 2,BIOLOGICAL
NCT03312114,Avelumab,DRUG
NCT04320316,Crysvita (burosumab-twza) Treatment,DRUG
NCT02664116,Diclofenac postassium powder for oral solution and placebo injection,DRUG
NCT02664116,Ketorolac intramuscular injection and placebo oral solution,DRUG
NCT06712316,Pumitamig,DRUG
NCT06712316,Pembrolizumab,DRUG
NCT06712316,Carboplatin,DRUG
NCT06712316,Pemetrexed,DRUG
NCT06712316,Paclitaxel,DRUG
NCT04503616,"Cyclophosphamide, Abatacept, and Tacrolimus for GvHD Prevention",DRUG
NCT02280616,low dose budesonide tablet,DRUG
NCT02280616,high dose budesonide tablet,DRUG
NCT02280616,high dose budesonide suspension,DRUG
NCT02280616,Placebo,DRUG
NCT06873516,EVO756,DRUG
NCT06873516,Placebo control,DRUG
NCT06544616,JNJ-64042056,DRUG
NCT06544616,Placebo,DRUG
NCT04009616,Aloe Vera mouthwash,DRUG
NCT04009616,Chlorhexidine mouthwash,DRUG
NCT04009616,Placebo mouthwash,DRUG
NCT01290406,BEZ235,DRUG
NCT01516606,"clarithromycin, oral, high dose",DRUG
NCT03225716,Ulocuplumab,DRUG
NCT03225716,Ibrutinib,DRUG
NCT04904406,Dolutegravir / Lamivudine Oral Tablet,DRUG
NCT01503606,Cefazolin,DRUG
NCT01503606,Clarithromycin,DRUG
NCT05978206,Nandrolone Decanoate,DRUG
NCT05978206,Physiotherapy Intervention,BEHAVIORAL
NCT05978206,Nutritional Intervention,BEHAVIORAL
NCT05978206,Placebo,DRUG
NCT00650806,Canagliflozin (JNJ-28431754),DRUG
NCT00650806,Placebo,DRUG
NCT00550004,RP101,DRUG
